Company Name,Scrip Name,URL,Sector,Identifier
CCL Internation,CCL03,https://www.moneycontrol.com/india/stockpricequote/trading/cclinternational/CCL03,trading,cclinternational
CDG PETCHEM,PP31,https://www.moneycontrol.com/india/stockpricequote/packaging/cdgpetchem/PP31,packaging,cdgpetchem
CDSL,CDS,https://www.moneycontrol.com/india/stockpricequote/cdsl/centraldepositoryservicesltd/CDS,cdsl,centraldepositoryservicesltd
Ceejay Finance,HP07,https://www.moneycontrol.com/india/stockpricequote/financegeneral/ceejayfinance/HP07,financegeneral,ceejayfinance
Ceigall India,CIL07,https://www.moneycontrol.com/india/stockpricequote/constructioninfrastructure/ceigallindia/CIL07,constructioninfrastructure,ceigallindia
Celeste,CI24,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/celesteinternational/CI24,textilesprocessing,celesteinternational
Cella Space Ltd,SSP08,https://www.moneycontrol.com/india/stockpricequote/paper/cellaspacelimited/SSP08,paper,cellaspacelimited
Cellulose Prods,CPI01,https://www.moneycontrol.com/india/stockpricequote/chemicals/celluloseproductsindia/CPI01,chemicals,celluloseproductsindia
Centennial Sutu,CS02,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/centennialsutures/CS02,hospitalsmedicalservices,centennialsutures
Central Prov Rl,CPR,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centralprovincesrailwaycompany/CPR,miscellaneous,centralprovincesrailwaycompany
Centrum Capital,CF09,https://www.moneycontrol.com/india/stockpricequote/financegeneral/centrumcapital/CF09,financegeneral,centrumcapital
Century Enka,CE,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/centuryenka/CE,textilesmanmade,centuryenka
Century Protein,CP03,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/centuryproteins/CP03,vanaspatioils,centuryproteins
CenturyPlyboard,CP9,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9,miscellaneous,centuryplyboards
Cepham Pharma,CPL02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cephampharmaceuticals/CPL02,pharmaceuticals,cephampharmaceuticals
CES Limited,SIL13,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/ceslimited/SIL13,computerssoftware,ceslimited
CF Technologies,CFT,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cftechnologies/CFT,miscellaneous,cftechnologies
CG Consumer,CGC01,https://www.moneycontrol.com/india/stockpricequote/electricals/cromptongreavesconsumerelectrical/CGC01,electricals,cromptongreavesconsumerelectrical
CG-Vak Software,CGV,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cgvaksoftwareexports/CGV,computerssoftwaremediumsmall,cgvaksoftwareexports
Chadha Paper,CP08,https://www.moneycontrol.com/india/stockpricequote/paper/chadhapaper/CP08,paper,chadhapaper
Chakkilam Info,CI36,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/chakkilaminfotech/CI36,computerssoftwaremediumsmall,chakkilaminfotech
Chamak Holdings,CH02,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/chamakholdings/CH02,steelmediumsmall,chamakholdings
Chambal Brewery,CBD,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/chambalbreweriesdistilleries/CBD,breweriesdistilleries,chambalbreweriesdistilleries
Champdany Ind,CI09,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/champdanyindustries/CI09,miscellaneous,champdanyindustries
Chand Vanaspati,CVL,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/chandvanaspati/CVL,edibleoilssolventextraction,chandvanaspati
Chandra Prabhu,CPI02,https://www.moneycontrol.com/india/stockpricequote/trading/chandraprabhuinternational/CPI02,trading,chandraprabhuinternational
Chankya Investm,CIL04,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/chankyainvestments/CIL04,financeinvestments,chankyainvestments
Charminar Gran,CGE,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/charminargranitesexports/CGE,ceramicsgranite,charminargranitesexports
Chartered Cap,CCI01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/charteredcapitalinvestments/CCI01,financeinvestments,charteredcapitalinvestments
Chatha Foods,CFL05,https://www.moneycontrol.com/india/stockpricequote/consumerfood/chathafoods/CFL05,consumerfood,chathafoods
CHD Developers,CHD01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/chddevelopers/CHD01,constructioncontractingcivil,chddevelopers
Chemcel Biotech,CB07,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/chemcelbiotech/CB07,pesticidesagrochemicals,chemcelbiotech
Chemfab Alkalis,CA01,https://www.moneycontrol.com/india/stockpricequote/chemicals/chemfabalkalis/CA01,chemicals,chemfabalkalis
Chemiesynth (Va,CHEMI53923,https://www.moneycontrol.com/india/stockpricequote/chemiesynthva/chemiesynthvapilimited/CHEMI53923,chemiesynthva,chemiesynthvapilimited
Chemox Chemical,CCI02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/chemoxchemicalindustries/CCI02,pharmaceuticals,chemoxchemicalindustries
CHEMPLAST SANMA,CS23,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/chemplastsanmar/CS23,specialitychemicals,chemplastsanmar
Chennai Ferrous,CFI02,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/chennaiferrousindustries/CFI02,steelpigiron,chennaiferrousindustries
Cheran Construc,CCL01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/cheranconstructions/CCL01,constructioncontractingcivil,cheranconstructions
Chetak Spintex,CS12,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/chetakspintex/CS12,textilesmanmade,chetakspintex
Cheviot Company,CC04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cheviotcompany/CC04,miscellaneous,cheviotcompany
Chhattar Ind,CIL01,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/chhattarindustries/CIL01,edibleoilssolventextraction,chhattarindustries
Chicago Soft,CSI,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/chicagosoftwareindustries/CSI,computerssoftwaremediumsmall,chicagosoftwareindustries
Chirau Finance,CFI01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/chiraufinanceinvestmentleasing/CFI01,financeinvestments,chiraufinanceinvestmentleasing
Choice Internat,CFS01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/choiceinternational/CFS01,financegeneral,choiceinternational
Chokhani Intl,CI10,https://www.moneycontrol.com/india/stockpricequote/shipping/chokhaniinternational/CI10,shipping,chokhaniinternational
Choksi Tube,CTC01,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/choksitubecompany/CTC01,steeltubespipes,choksitubecompany
Chordia Food,CFP,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/chordiafoodproducts/CFP,foodprocessing,chordiafoodproducts
CHPL Industries,CHP02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/chplindustries/CHP02,miscellaneous,chplindustries
CIAN Agro Indus,UAC,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/cianagroindustriesinfrastructure/UAC,edibleoilssolventextraction,cianagroindustriesinfrastructure
CIEINDIA,MF19,https://www.moneycontrol.com/india/stockpricequote/cieindia/cieautomotiveindia/MF19,cieindia,cieautomotiveindia
CIL Securities,CIL,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/cilsecurities/CIL,financeinvestments,cilsecurities
Cindrella Fin,CFS02,https://www.moneycontrol.com/india/stockpricequote/cindrellafin/cindrellafinancialservices/CFS02,cindrellafin,cindrellafinancialservices
Cinemax India,CI46,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinemaxindia/CI46,mediaentertainment,cinemaxindia
Cipla,C,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C,pharmaceuticals,cipla
Citadel Realty,RPP03,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/citadelrealtydevelopers/RPP03,constructioncontractingrealestate,citadelrealtydevelopers
Citizen Info,CI47,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/citizeninfoline/CI47,miscellaneous,citizeninfoline
City Crops Agro,CCAL,https://www.moneycontrol.com/india/stockpricequote/trading/citycropsagro/CCAL,trading,citycropsagro
City Online,COS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cityonlineservices/COS,computerssoftwaremediumsmall,cityonlineservices
Cityman,C01,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/cityman/C01,textilesreadymadeapparels,cityman
CKFS,CKFSL54264,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/coxkingsfinancialservice/CKFSL54264,miscellaneous,coxkingsfinancialservice
CL Educate,CE09,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cleducate/CE09,miscellaneous,cleducate
Claris Life,CL02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/clarislifesciences/CL02,pharmaceuticals,clarislifesciences
Claro India,CI13,https://www.moneycontrol.com/india/stockpricequote/chemicals/claroindia/CI13,chemicals,claroindia
Classic Elec,CE9,https://www.moneycontrol.com/india/stockpricequote/trading/classicelectricals/CE9,trading,classicelectricals
Classic Global,CGF,https://www.moneycontrol.com/india/stockpricequote/financegeneral/classicglobalfinancecapital/CGF,financegeneral,classicglobalfinancecapital
Classic Mushroo,CML02,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/classicmushrooms/CML02,foodprocessing,classicmushrooms
Clean Science,CST,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/cleansciencetechnology/CST,specialitychemicals,cleansciencetechnology
Clio Infotech,CI43,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/clioinfotech/CI43,financeinvestments,clioinfotech
Clutch Auto,CA02,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/clutchauto/CA02,autoancillaries,clutchauto
CMI,CMI,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/cmi/CMI,cablestelephone,cmi
CMS Info System,CIS03,https://www.moneycontrol.com/india/stockpricequote/software/cmsinfosystems/CIS03,software,cmsinfosystems
cnjkdnn,SF30,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/cnjkdnn/SF30,foodprocessing,cnjkdnn
Coastal Corp,CC02,https://www.moneycontrol.com/india/stockpricequote/consumerfood/coastalcorporation/CC02,consumerfood,coastalcorporation
Coastal Roadway,CR01,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/coastalroadways/CR01,transportlogistics,coastalroadways
Cochin Balmer,CRB,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/cochinrefineriesbalmerlawrie/CRB,petrochemicals,cochinrefineriesbalmerlawrie
Cochin Shipyard,CS,https://www.moneycontrol.com/india/stockpricequote/cochinshipyard/cochinshipyard/CS,cochinshipyard,cochinshipyard
COFORGE LTD.,NII02,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/coforgelimited/NII02,computerssoftware,coforgelimited
COLAB,JSGLE54286,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/colabplatforms/JSGLE54286,miscellaneous,colabplatforms
Colorchips New,ME17,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/colorchipsnewmedia/ME17,mediaentertainment,colorchipsnewmedia
Comfort Fincap,CF10,https://www.moneycontrol.com/india/stockpricequote/financegeneral/comfortfincap/CF10,financegeneral,comfortfincap
Commercial Syn,CSB01,https://www.moneycontrol.com/india/stockpricequote/packaging/commercialsynbags/CSB01,packaging,commercialsynbags
COMP-RE,CIR01,https://www.moneycontrol.com/india/stockpricequote/software/compuageinfocomre/CIR01,software,compuageinfocomre
Compuage Info,CI29,https://www.moneycontrol.com/india/stockpricequote/computershardware/compuageinfocom/CI29,computershardware,compuageinfocom
Compulink,CS19,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/compulinksystems/CS19,computerssoftwaremediumsmall,compulinksystems
Computer Power,CPI06,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/computerpowerindia/CPI06,computerssoftwaremediumsmall,computerpowerindia
Conart Engineer,CE05,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/conartengineers/CE05,constructioncontractingcivil,conartengineers
Concord Biotech,CB08,https://www.moneycontrol.com/india/stockpricequote/concordbiotech/concordbiotech/CB08,concordbiotech,concordbiotech
Concord Enviro,CESL,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/concordenvirosystems/CESL,engineeringindustrialequipments,concordenvirosystems
Condequip,CE07,https://www.moneycontrol.com/india/stockpricequote/engineering/condequipeng/CE07,engineering,condequipeng
Confro Agro,CA06,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/confroagro/CA06,foodprocessing,confroagro
Consol Fibres,CFC02,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/consolidatedfibreschemicals/CFC02,textilesmanmade,consolidatedfibreschemicals
Consortex Karl,CKD,https://www.moneycontrol.com/india/stockpricequote/machinetools/consortexkarldoelitzch/CKD,machinetools,consortexkarldoelitzch
CONSUMER,CONSU28969,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/consumer/CONSU28969,miscellaneous,consumer
Containerway,CONTA54059,https://www.moneycontrol.com/india/stockpricequote/containerway/containerwayinternationallim/CONTA54059,containerway,containerwayinternationallim
Contil India,CI41,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/contilindia/CI41,financeinvestments,contilindia
Continent Petro,CP06,https://www.moneycontrol.com/india/stockpricequote/lubricants/continentalpetroleums/CP06,lubricants,continentalpetroleums
Continental Val,CVL01,https://www.moneycontrol.com/india/stockpricequote/engineering/continentalvalve/CVL01,engineering,continentalvalve
Conway Printers,CP07,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/conwayprinters/CP07,miscellaneous,conwayprinters
Coral India Fin,CIF02,https://www.moneycontrol.com/india/stockpricequote/financehousing/coralindiafinancehousing/CIF02,financehousing,coralindiafinancehousing
Cords Cable Ind,CCI07,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/cordscableindustries/CCI07,cablespowerothers,cordscableindustries
Core Organics,CO02,https://www.moneycontrol.com/india/stockpricequote/chemicals/coreorganics/CO02,chemicals,coreorganics
Coromandel Engg,CEC,https://www.moneycontrol.com/india/stockpricequote/engineering/coromandelengineeringcompany/CEC,engineering,coromandelengineeringcompany
Coromandel Phar,CPL03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/coromandelpharmaceuticals/CPL03,pharmaceuticals,coromandelpharmaceuticals
Corporation Bk,CB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/corporationbank/CB,bankspublicsector,corporationbank
Cosmic CRF,CC12,https://www.moneycontrol.com/india/stockpricequote/ironsteel/cosmiccrf/CC12,ironsteel,cosmiccrf
Cosmos Apparels,CA03,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/cosmosapparels/CA03,textileshosieryknitwear,cosmosapparels
Cosy Mercantile,CML,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cosymercantile/CML,miscellaneous,cosymercantile
Country Condos,CC28,https://www.moneycontrol.com/india/stockpricequote/countrycondos/countrycondos/CC28,countrycondos,countrycondos
Coventry Spring,CSE,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/coventryspringengineering/CSE,autoancillaries,coventryspringengineering
CPEC,CPE,https://www.moneycontrol.com/india/stockpricequote/engineering/cpec/CPE,engineering,cpec
Craftsman,CA04,https://www.moneycontrol.com/india/stockpricequote/engineering/craftsmanautomation/CA04,engineering,craftsmanautomation
Cranex,C08,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/cranex/C08,engineeringheavy,cranex
Crazy Infotech,CI35,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/crazyinfotech/CI35,computerssoftwaremediumsmall,crazyinfotech
CRB Corp,CRB02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/crbcorporation/CRB02,financeinvestments,crbcorporation
Creative Cast.,CC30,https://www.moneycontrol.com/india/stockpricequote/engineering/creativecastings/CC30,engineering,creativecastings
Creative Merch,CM04,https://www.moneycontrol.com/india/stockpricequote/trading/creativemerchants/CM04,trading,creativemerchants
CREDENT GLOBAL,OC11,https://www.moneycontrol.com/india/stockpricequote/credentglobal/credentglobalfinance/OC11,credentglobal,credentglobalfinance
Credo Brands Ma,CBML,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/credobrandsmarketing/CBML,textilesapparel,credobrandsmarketing
CRESSAN-RE,CSR,https://www.moneycontrol.com/india/stockpricequote/iteducation/cressandasolutionsre/CSR,iteducation,cressandasolutionsre
Crest Paper,CPM,https://www.moneycontrol.com/india/stockpricequote/paper/crestpapermills/CPM,paper,crestpapermills
Crester Sec,CS11,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/crestersecurities/CS11,financeinvestments,crestersecurities
Crimson Metal,SSS04,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/crimsonmetalengineeringcompany/SSS04,steeltubespipes,crimsonmetalengineeringcompany
Cromakem Ltd,CL04,https://www.moneycontrol.com/india/stockpricequote/engineering/cromakem/CL04,engineering,cromakem
Croslands Labs,CRL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/croslandsresearchlaboratories/CRL,pharmaceuticals,croslandsresearchlaboratories
Crown Televisio,CT04,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/crowntelevision/CT04,domesticappliances,crowntelevision
Crysdale Ind,RI24,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/crysdaleindustries/RI24,computerssoftwaremediumsmall,crysdaleindustries
Crystal Credits,CCC,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/crystalcreditscorporation/CCC,financeinvestments,crystalcreditscorporation
CSJ Tech,CSJ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/csjtechnologies/CSJ,miscellaneous,csjtechnologies
CTIL,CTI01,https://www.moneycontrol.com/india/stockpricequote/ctil/ctil/CTI01,ctil,ctil
CUBEINVIT,CUBEI15078,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cubeinvit/CUBEI15078,miscellaneous,cubeinvit
Cuddapah Spin,CSM01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/cuddapahspinningmills/CSM01,textilesspinningcottonblended,cuddapahspinningmills
Cupid Breweries,CT06,https://www.moneycontrol.com/india/stockpricequote/trading/cupidbreweriesdistilleries/CT06,trading,cupidbreweriesdistilleries
Curefast Remedi,CRL01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/curefastremedies/CRL01,pharmaceuticals,curefastremedies
Cvil Infra,CVI,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/cvilinfra/CVI,financeinvestments,cvilinfra
Cyanamid Agr,CA05,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/cyanamidagro/CA05,pesticidesagrochemicals,cyanamidagro
Cyber Media Res,CMR01,https://www.moneycontrol.com/india/stockpricequote/tvbroadcastingsoftwareproduction/cybermediaresearchservices/CMR01,tvbroadcastingsoftwareproduction,cybermediaresearchservices
Cyberspace Info,CI07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cyberspaceinfosys/CI07,computerssoftwaremediumsmall,cyberspaceinfosys
Cyient,IE07,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/cyient/IE07,computerssoftware,cyient
D P Wires,W01,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/dpwires/W01,consumergoodselectronic,dpwires
D.K. Enterprise,DE07,https://www.moneycontrol.com/india/stockpricequote/packagingpackagingmaterials/dkenterprisesglobal/DE07,packagingpackagingmaterials,dkenterprisesglobal
Daewoo Motors,DMI,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/daewoomotorsindia/DMI,autocarsjeeps,daewoomotorsindia
Daikaffil Chem,DCI01,https://www.moneycontrol.com/india/stockpricequote/dyespigments/daikaffilchemicalsindia/DCI01,dyespigments,daikaffilchemicalsindia
Dalal Street,DSI,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/dalalstreetinvestments/DSI,financeinvestments,dalalstreetinvestments
Dalmia Industri,DID,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/dalmiaindustrialdevelopment/DID,textilesreadymadeapparels,dalmiaindustrialdevelopment
DAM Capital Adv,DCA01,https://www.moneycontrol.com/india/stockpricequote/financestockbroking/damcapitaladvisors/DCA01,financestockbroking,damcapitaladvisors
Damodar Ind,DT,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/damodarindustries/DT,textilesspinningsyntheticblended,damodarindustries
Danish Power,DPL02,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/danishpower/DPL02,powergenerationdistribution,danishpower
DAPS Ad,DA02,https://www.moneycontrol.com/india/stockpricequote/media/dapsadvertising/DA02,media,dapsadvertising
Darshan Oils,DO,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/darshanoils/DO,edibleoilssolventextraction,darshanoils
Data Access,DAI,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/dataaccessindia/DAI,telecommunicationsequipment,dataaccessindia
Database Fin,DF06,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/databasefinance/DF06,financeleasinghirepurchase,databasefinance
Datar Switchgea,DS,https://www.moneycontrol.com/india/stockpricequote/electricequipment/dataswitchgear/DS,electricequipment,dataswitchgear
Datt Mediproduc,DML,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dattmediproducts/DML,pharmaceuticals,dattmediproducts
Daurala Organic,DO01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dauralaorganics/DO01,pharmaceuticals,dauralaorganics
Davin Sons Reta,DSRL,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/davinsonsretail/DSRL,textilesapparel,davinsonsretail
Dazzel Confi,DC07,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/dazzelconfindive/DC07,financeinvestments,dazzelconfindive
DBOL,DBO,https://www.moneycontrol.com/india/stockpricequote/sugar/dhampurbioorganics/DBO,sugar,dhampurbioorganics
DCBDIAB,TREL17802,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/dcbdiab/TREL17802,miscellaneous,dcbdiab
DCL Finance,DCL,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/dclfinance/DCL,financeleasinghirepurchase,dclfinance
DCM,DCM,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/dcm/DCM,textilesspinningcottonblended,dcm
DCM Shriram Ind,DCM03,https://www.moneycontrol.com/india/stockpricequote/sugar/dcmshriramindustries/DCM03,sugar,dcmshriramindustries
DDEVPLASTIK,DPI02,https://www.moneycontrol.com/india/stockpricequote/plasticproducts/ddevplastiksindustries/DPI02,plasticproducts,ddevplastiksindustries
Debock Ind.,DSM03,https://www.moneycontrol.com/india/stockpricequote/debockind/debockindustries/DSM03,debockind,debockindustries
Deccan Gold,DGM,https://www.moneycontrol.com/india/stockpricequote/miningminerals/deccangoldmines/DGM,miningminerals,deccangoldmines
Deccan Health C,DHC02,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/deccanhealthcare/DHC02,hospitalsmedicalservices,deccanhealthcare
Deccan Poly,DP9,https://www.moneycontrol.com/india/stockpricequote/packaging/deccanpolypacks/DP9,packaging,deccanpolypacks
Decillion Fin,DF9,https://www.moneycontrol.com/india/stockpricequote/decillionfin/decillionfinance/DF9,decillionfin,decillionfinance
Decolight Ceram,DC10,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/decolightceramics/DC10,ceramicsgranite,decolightceramics
DEE Development,DDEL,https://www.moneycontrol.com/india/stockpricequote/ironsteel/deedevelopmentengineers/DDEL,ironsteel,deedevelopmentengineers
Deep Diamond,DDI,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/deepdiamondindia/DDI,diamondcuttingjewellerypreciousmetals,deepdiamondindia
Deep Polymers,DP09,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/deeppolymers/DP09,miscellaneous,deeppolymers
Deepak Chemtex,DCL02,https://www.moneycontrol.com/india/stockpricequote/diversifiedchemicals/deepakchemtex/DCL02,diversifiedchemicals,deepakchemtex
Deepak Nit (W),DN01,https://www.moneycontrol.com/india/stockpricequote/chemicals/deepaknitritewarrants/DN01,chemicals,deepaknitritewarrants
Deepharma,D,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/deepharma/D,pharmaceuticals,deepharma
Delhivery,D06,https://www.moneycontrol.com/india/stockpricequote/courierservices/delhivery/D06,courierservices,delhivery
DELPHI WORLD,WF02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/delphiworldmoney/WF02,financeinvestments,delphiworldmoney
Delta Autocorp,DAL01,https://www.moneycontrol.com/india/stockpricequote/automobile23wheelers/deltaautocorp/DAL01,automobile23wheelers,deltaautocorp
Delta Ind. Reso,DIR,https://www.moneycontrol.com/india/stockpricequote/financegeneral/deltaindustrialresources/DIR,financegeneral,deltaindustrialresources
Delton Cables,DC01,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/deltoncables/DC01,cablespowerothers,deltoncables
Dena Bank,DB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/denabank/DB,bankspublicsector,denabank
Denis Chem Lab,DCL04,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/denischemlab/DCL04,pharmaceuticals,denischemlab
Denmur Fax Roll,DFR01,https://www.moneycontrol.com/india/stockpricequote/paper/denmurfaxroll/DFR01,paper,denmurfaxroll
Deora Polytex,DP03,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/deorapolytex/DP03,textilesspinningsyntheticblended,deorapolytex
Desco Infratech,DIL05,https://www.moneycontrol.com/india/stockpricequote/infrastructure/descoinfratech/DIL05,infrastructure,descoinfratech
DESTIN-RE,DLI02,https://www.moneycontrol.com/india/stockpricequote/logistics/destinylogisticsinfrare/DLI02,logistics,destinylogisticsinfrare
Dev Fastners,DF02,https://www.moneycontrol.com/india/stockpricequote/fasteners/devfastners/DF02,fasteners,devfastners
Deve Paints Ltd,DPL,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/devepaints/DPL,paintsvarnishes,devepaints
Devika Finstock,DF03,https://www.moneycontrol.com/india/stockpricequote/trading/devikafinstocks/DF03,trading,devikafinstocks
Devyani Int,DI06,https://www.moneycontrol.com/india/stockpricequote/consumerfood/devyaniinternational/DI06,consumerfood,devyaniinternational
Dewan Steels,DS10,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/dewansteels/DS10,steelmediumsmall,dewansteels
DFM Foods,DFM,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/dfmfoods/DFM,foodprocessing,dfmfoods
Dhabriya Poly,DP04,https://www.moneycontrol.com/india/stockpricequote/plastics/dhabriyapolywood/DP04,plastics,dhabriyapolywood
Dhan Jeevan,DJ,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/dhanjeevan/DJ,hospitalsmedicalservices,dhanjeevan
Dhanalaxmi Cote,DC02,https://www.moneycontrol.com/india/stockpricequote/dhanalaxmicote/dhanalaxmicotex/DC02,dhanalaxmicote,dhanalaxmicotex
Dhanashree Elec,DEL,https://www.moneycontrol.com/india/stockpricequote/dhanashreeelec/dhanashreeelectronicsltd/DEL,dhanashreeelec,dhanashreeelectronicsltd
Dhani Services,IS13,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/dhaniservices/IS13,financeinvestments,dhaniservices
Dhanlaxmi Fabri,DF04,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/dhanlaxmifabrics/DF04,textilesprocessing,dhanlaxmifabrics
