Company Name,Scrip Name,URL,Sector,Identifier
LIQUIDCASE,LIQUI21750,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/liquidcase/LIQUI21750,miscellaneous,liquidcase
LIQUIDSHRI,LIQUI24374,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/liquidshri/LIQUI24374,miscellaneous,liquidshri
LKP Finance,LKP,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lkpfinance/LKP,financeleasinghirepurchase,lkpfinance
Lloyd Rock,LRF,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lloydrockfibres/LRF,miscellaneous,lloydrockfibres
Lloyds Finance,LF,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lloydsfinance/LF,financeleasinghirepurchase,lloydsfinance
LLOYDS-RE,LLOYD20756,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lloydsre/LLOYD20756,miscellaneous,lloydsre
LNTF 2010AI,LNT,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/lntf2010ai/LNT,financeinvestments,lntf2010ai
Loha Ispat,LI09,https://www.moneycontrol.com/india/stockpricequote/steellarge/lohaispat/LI09,steellarge,lohaispat
Lok Housing,LHC,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/lokhousingconstructions/LHC,constructioncontractinghousing,lokhousingconstructions
Longspur Int,CTC02,https://www.moneycontrol.com/india/stockpricequote/longspurint/longspurinternationalventures/CTC02,longspurint,longspurinternationalventures
Lord Krishna,LKB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/lordkrishnabank/LKB,banksprivatesector,lordkrishnabank
Lords Ishwar,IBH,https://www.moneycontrol.com/india/stockpricequote/hotels/lordsishwarhotels/IBH,hotels,lordsishwarhotels
Lotus Chocolate,LCC01,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/lotuschocolatecompany/LCC01,foodprocessing,lotuschocolatecompany
Low Volatility,SPB45,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/spbselowvolatilityindex/SPB45,miscellaneous,spbselowvolatilityindex
LS Industries,LSI01,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/lsindustries/LSI01,textilesweaving,lsindustries
LT Foods,LTF,https://www.moneycontrol.com/india/stockpricequote/ltfoods/ltfoods/LTF,ltfoods,ltfoods
LTFINNCDI,LTF03,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinncdi/LTF03,financeinvestments,ltfinncdi
LTIMindtree,LI12,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/ltimindtree/LI12,computerssoftware,ltimindtree
Ludlow Jute,A07,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/ludlowjutespecialities/A07,miscellaneous,ludlowjutespecialities
Lumax Auto Sys,LAS01,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxautomotivesystems/LAS01,autoancillaries,lumaxautomotivesystems
Luminaire Tech,SIE01,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/luminairetechnologies/SIE01,computerssoftwaremediumsmall,luminairetechnologies
Lupin Labs,LL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupinlaboratories/LL,pharmaceuticals,lupinlaboratories
LWS Knitwear,LWS,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/lwsknitwear/LWS,textileshosieryknitwear,lwsknitwear
Lympha Labs,LL03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lymphalaboratories/LL03,pharmaceuticals,lymphalaboratories
Lynx Optics Ltd,LOL,https://www.moneycontrol.com/india/stockpricequote/personalcare/lynxoptics/LOL,personalcare,lynxoptics
Lypsa Gems,LGJ,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/lypsagemsjewellery/LGJ,diamondcuttingjewellerypreciousmetals,lypsagemsjewellery
M K Securities,MKS,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mksecurities/MKS,financeinvestments,mksecurities
M S Shoes East,MSS04,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/msshoeseast/MSS04,leatherproducts,msshoeseast
Maa Jagdambe,MJT,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/maajagdambetradelinks/MJT,financeinvestments,maajagdambetradelinks
Maan Aluminium,MA03,https://www.moneycontrol.com/india/stockpricequote/aluminium/maanaluminium/MA03,aluminium,maanaluminium
Mac Hotels,MH05,https://www.moneycontrol.com/india/stockpricequote/hotels/machotels/MH05,hotels,machotels
Mach Conference,MCEL,https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/machconferencesevents/MCEL,misccommercialservices,machconferencesevents
Mack Trading,MTC01,https://www.moneycontrol.com/india/stockpricequote/trading/macktradingco/MTC01,trading,macktradingco
Macpower,MCM03,https://www.moneycontrol.com/india/stockpricequote/machinetools/macpowercncmachines/MCM03,machinetools,macpowercncmachines
Madalsa Intl,MIL10,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/madalsainternational/MIL10,textilesprocessing,madalsainternational
Madhav Marbles,MMG,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/madhavmarblesgranites/MMG,ceramicsgranite,madhavmarblesgranites
Madhucon Proj,MP16,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/madhuconprojects/MP16,constructioncontractingcivil,madhuconprojects
Madhur Capital,MCF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/madhurcapitalfinance/MCF,financeinvestments,madhurcapitalfinance
Madhusudan,MM09,https://www.moneycontrol.com/india/stockpricequote/consumerfood/madhusudanmasala/MM09,consumerfood,madhusudanmasala
Madhusudan Sec,MI01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/madhusudansecurities/MI01,financeinvestments,madhusudansecurities
Madhya Pradesh,MPT01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/madhyapradeshtodaymedia/MPT01,mediaentertainment,madhyapradeshtodaymedia
Madras Fert,MF15,https://www.moneycontrol.com/india/stockpricequote/fertilisers/madrasfertilizers/MF15,fertilisers,madrasfertilizers
Madras Motor,MMF03,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/madrasmotorfinanceguaranteecompany/MMF03,financeinvestments,madrasmotorfinanceguaranteecompany
Maegaware Comp,MCL,https://www.moneycontrol.com/india/stockpricequote/computershardware/maegawarecomputers/MCL,computershardware,maegawarecomputers
Mafatlal Dyes,MDC,https://www.moneycontrol.com/india/stockpricequote/dyespigments/mafatlaldyeschemicals/MDC,dyespigments,mafatlaldyeschemicals
Mafatlal Spg,MFS02,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/mafatlalfinespinningmanufacturing/MFS02,textilesprocessing,mafatlalfinespinningmanufacturing
Magan Ind,MI03,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/maganindustries/MI03,textilesspinningcottonblended,maganindustries
Magic Trading,MTA,https://www.moneycontrol.com/india/stockpricequote/trading/magictradingagencies/MTA,trading,magictradingagencies
Magna Electro,MEC,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/magnaelectrocastings/MEC,castingsforgings,magnaelectrocastings
Magnetix,MIL07,https://www.moneycontrol.com/india/stockpricequote/engineering/magnetixindia/MIL07,engineering,magnetixindia
MAGNUM-RE,MVR,https://www.moneycontrol.com/india/stockpricequote/paperpaperproducts/magnumventuresre/MVR,paperpaperproducts,magnumventuresre
Magnus Rubber,MRI,https://www.moneycontrol.com/india/stockpricequote/rubber/magnusrubberind/MRI,rubber,magnusrubberind
Mah Explosives,ME01,https://www.moneycontrol.com/india/stockpricequote/chemicals/maharashtraexplosives/ME01,chemicals,maharashtraexplosives
Mah Seamless,MS02,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/maharashtraseamless/MS02,steeltubespipes,maharashtraseamless
Mahaan Foods,MF02,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/mahaanfoods/MF02,foodprocessing,mahaanfoods
Mahadev Ind,MI04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mahadevindustries/MI04,miscellaneous,mahadevindustries
Mahalaxmi Rub,MR02,https://www.moneycontrol.com/india/stockpricequote/rubber/mahalaxmirubtech/MR02,rubber,mahalaxmirubtech
Mahan Ind,MI47,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mahanindustries/MI47,financeleasinghirepurchase,mahanindustries
Maharashtra Ele,MEL01,https://www.moneycontrol.com/india/stockpricequote/miningminerals/maharashtraelektrosmelt/MEL01,miningminerals,maharashtraelektrosmelt
Mahaveer Info,MI55,https://www.moneycontrol.com/india/stockpricequote/mahaveerinfo/mahaveerinfoway/MI55,mahaveerinfo,mahaveerinfoway
Mahavir Ind,SWI01,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/mahavirindustries/SWI01,electrodesgraphite,mahavirindustries
Mahendra Suitin,MS04,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/mahendrasuiting/MS04,textilesmanmade,mahendrasuiting
Maheshwari Prot,MPL,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/maheshwariproteins/MPL,edibleoilssolventextraction,maheshwariproteins
Mahindra Comp,MCL04,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/mahindracomposites/MCL04,autoancillaries,mahindracomposites
Mahindra Life,MLD,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD,constructioncontractingcivil,mahindralifespacedevelopers
Mahindra Ugine,MUS,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mahindrauginesteelcompany/MUS,steelmediumsmall,mahindrauginesteelcompany
Maiden Forgings,MF24,https://www.moneycontrol.com/india/stockpricequote/ironsteel/maidenforgings/MF24,ironsteel,maidenforgings
Maitreya,MML05,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/maitreyamedicare/MML05,hospitalhealthcareservices,maitreyamedicare
Majestic Ind,MI07,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/majesticindustries/MI07,steelcrhrstrips,majesticindustries
Makers Labs,ML,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/makerslaboratories/ML,pharmaceuticals,makerslaboratories
Malabar Buildin,MBP01,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/malabarbuildingproducts/MBP01,cementproductsbuildingmaterials,malabarbuildingproducts
Malhotra Steel,MSI09,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/malhotrasteelindustries/MSI09,steelmediumsmall,malhotrasteelindustries
Malu Paper,MPM03,https://www.moneycontrol.com/india/stockpricequote/paper/malupapermills/MPM03,paper,malupapermills
Malwa Cotton,MCS01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/malwacottonspgmills/MCS01,textilesspinningcottonblended,malwacottonspgmills
Man Industries,MII,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/manindustriesindia/MII,steeltubespipes,manindustriesindia
Manaksia,M16,https://www.moneycontrol.com/india/stockpricequote/steelrolling/manaksia/M16,steelrolling,manaksia
Manaksia Steels,MS27,https://www.moneycontrol.com/india/stockpricequote/steellarge/manaksiasteels/MS27,steellarge,manaksiasteels
Manas Propertie,MP17,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/manasproperties/MP17,miscellaneous,manasproperties
MANAV-RE,MANAV30055,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/manavre/MANAV30055,miscellaneous,manavre
Manbro Ind,UO01,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/manbroindustries/UO01,leatherproducts,manbroindustries
Mandu Indus,MI27,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/manduindustries/MI27,financeinvestments,manduindustries
Mangal Finance,MFL04,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mangalfinance/MFL04,financeinvestments,mangalfinance
Mangalam Drugs,MDO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mangalamdrugsorganics/MDO,pharmaceuticals,mangalamdrugsorganics
Mangalam Organ,DP06,https://www.moneycontrol.com/india/stockpricequote/chemicals/mangalamorganics/DP06,chemicals,mangalamorganics
Mangalam Vent,MV03,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/mangalamventures/MV03,textileshosieryknitwear,mangalamventures
Mangalwedhe Sun,MSS05,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/mangalwedhesunsoya/MSS05,edibleoilssolventextraction,mangalwedhesunsoya
MANGIND-RE,MIF03,https://www.moneycontrol.com/india/stockpricequote/financeothers/mangalamindustrialfinancere/MIF03,financeothers,mangalamindustrialfinancere
Manipal Finance,MFC01,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manipalfinancecorporation/MFC01,financeleasinghirepurchase,manipalfinancecorporation
Manjushree Tech,MT14,https://www.moneycontrol.com/india/stockpricequote/packaging/manjushreetechnopack/MT14,packaging,manjushreetechnopack
Manoj Ceramic,MCL07,https://www.moneycontrol.com/india/stockpricequote/manojceramic/manojceramic/MCL07,manojceramic,manojceramic
Manor Floatel,MFL05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/manorfloatel/MFL05,miscellaneous,manorfloatel
Manpasand Bever,MB04,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/manpasandbeverages/MB04,foodprocessing,manpasandbeverages
Mansarovar Bot,MBC,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mansarovarbottlingcompany/MBC,miscellaneous,mansarovarbottlingcompany
Mansinghka Oil,MOP,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/mansinghkaoilproducts/MOP,edibleoilssolventextraction,mansinghkaoilproducts
Manugraph Ind,MI08,https://www.moneycontrol.com/india/stockpricequote/engineering/manugraphindustries/MI08,engineering,manugraphindustries
Maplle Infra,HTL,https://www.moneycontrol.com/india/stockpricequote/plastics/maplleinfraprojects/HTL,plastics,maplleinfraprojects
Maral Overseas,MO,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/maraloverseas/MO,textilesspinningcottonblended,maraloverseas
Marco Cables,MCCL,https://www.moneycontrol.com/india/stockpricequote/marcocables/marcocablesconductors/MCCL,marcocables,marcocablesconductors
Mardia Extrusio,ME02,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/mardiaextrusions/ME02,metalsnonferrous,mardiaextrusions
Marg,M17,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/marg/M17,constructioncontractinghousing,marg
Margo Finance,IFL,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/margofinance/IFL,financeleasinghirepurchase,margofinance
Marine Cargo,MCC,https://www.moneycontrol.com/india/stockpricequote/shipping/marinecargocompany/MCC,shipping,marinecargocompany
Maris Spin,MS17,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/marisspinners/MS17,textilesspinningcottonblended,marisspinners
MARKO-RE,MPT02,https://www.moneycontrol.com/india/stockpricequote/markore/markolinespavementtechnologiesre/MPT02,markore,markolinespavementtechnologiesre
Markolines,MTC03,https://www.moneycontrol.com/india/stockpricequote/markolines/markolinespavementtechnologies/MTC03,markolines,markolinespavementtechnologies
Marnite Polycas,MP05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/marnitepolycast/MP05,miscellaneous,marnitepolycast
Marson's Textil,MTL05,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/marsonstextiles/MTL05,textilesspinningcottonblended,marsonstextiles
Maruti Carbo,MIC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/marutiindustrialcarbohydrates/MIC01,chemicals,marutiindustrialcarbohydrates
Maruti Interior,MIP02,https://www.moneycontrol.com/india/stockpricequote/householdpersonalproducts/marutiinteriorproducts/MIP02,householdpersonalproducts,marutiinteriorproducts
Maruti Sec,MS08,https://www.moneycontrol.com/india/stockpricequote/financegeneral/marutisecurities/MS08,financegeneral,marutisecurities
Marvel Capital,MCF02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/marvelcapitalfinanceindia/MCF02,financeinvestments,marvelcapitalfinanceindia
Marvel Vinyls,MV,https://www.moneycontrol.com/india/stockpricequote/plastics/marvelvinyls/MV,plastics,marvelvinyls
Mask Investment,MI60,https://www.moneycontrol.com/india/stockpricequote/financegeneral/maskinvestments/MI60,financegeneral,maskinvestments
Master Chemical,MCL03,https://www.moneycontrol.com/india/stockpricequote/chemicals/masterchemicals/MCL03,chemicals,masterchemicals
Master Trust,MT02,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mastertrust/MT02,financeleasinghirepurchase,mastertrust
Mastershare,M09,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mastershare/M09,financeinvestments,mastershare
Mathew Easow,MER,https://www.moneycontrol.com/india/stockpricequote/financegeneral/matheweasowresearchsecurities/MER,financegeneral,matheweasowresearchsecurities
Matrimony.com,M20,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/matrimonycom/M20,miscellaneous,matrimonycom
Mauria Udyog,MU02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mauriaudyog/MU02,miscellaneous,mauriaudyog
Max Alert Syste,MAS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxalertsystems/MAS,miscellaneous,maxalertsystems
Max Healthcare,MHI,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/maxhealthcareinstitutelimited/MHI,hospitalhealthcareservices,maxhealthcareinstitutelimited
Max Ventures an,MVI,https://www.moneycontrol.com/india/stockpricequote/maxventuresan/maxventuresindustries/MVI,maxventuresan,maxventuresindustries
Maximus Interna,MI28,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maximusinternational/MI28,miscellaneous,maximusinternational
Maxworth Count,MCI02,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxworthcountryindia/MCI02,miscellaneous,maxworthcountryindia
Maya Agro Prod,MAP,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mayaagroproducts/MAP,miscellaneous,mayaagroproducts
Mayank Cattle,MCF04,https://www.moneycontrol.com/india/stockpricequote/vegetableoilsproducts/mayankcattlefood/MCF04,vegetableoilsproducts,mayankcattlefood
Mayur Floorings,MF07,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/mayurfloorings/MF07,ceramicsgranite,mayurfloorings
Mayura Alloys,MAI,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mayuraalloysindustries/MAI,steelmediumsmall,mayuraalloysindustries
Mazda Enterpris,MEL,https://www.moneycontrol.com/india/stockpricequote/plastics/mazdaenterprises/MEL,plastics,mazdaenterprises
Mazda Lease,MIL01,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mazdaindustriesleasing/MIL01,financeinvestments,mazdaindustriesleasing
MB Industries,MBI01,https://www.moneycontrol.com/india/stockpricequote/plastics/mbindustries/MBI01,plastics,mbindustries
MCC Investment,MCC02,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mccinvestmentleasing/MCC02,financeleasinghirepurchase,mccinvestmentleasing
Mcnally Bh Engg,MBE,https://www.moneycontrol.com/india/stockpricequote/engineering/mcnallybharatengineering/MBE,engineering,mcnallybharatengineering
MCX India,MCE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE,miscellaneous,multicommodityexchangeindia
Medi Assist Hea,MAH01,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/mediassisthealthcareservices/MAH01,hospitalhealthcareservices,mediassisthealthcareservices
Mediaone Global,MGE,https://www.moneycontrol.com/india/stockpricequote/mediaoneglobal/mediaoneglobalentertainment/MGE,mediaoneglobal,mediaoneglobalentertainment
Medico Intercon,ILF03,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/medicointercontinentallimited/ILF03,financeleasinghirepurchase,medicointercontinentallimited
Medinova Diag,MDS,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/medinovadiagnosticservices/MDS,hospitalsmedicalservices,medinovadiagnosticservices
Meenakshi Steel,MSI10,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/meenakshisteelindustries/MSI10,steelmediumsmall,meenakshisteelindustries
Mefcom Agro Ind,MAI01,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mefcomagroindustries/MAI01,financeleasinghirepurchase,mefcomagroindustries
Mega Corp,MC20,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/megacorporation/MC20,financeinvestments,megacorporation
Mega Nirman,MNI,https://www.moneycontrol.com/india/stockpricequote/meganirman/meganirmanindustries/MNI,meganirman,meganirmanindustries
Megastar Foods,MF13,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/megastarfoods/MF13,foodprocessing,megastarfoods
Meghna Infracon,NS06,https://www.moneycontrol.com/india/stockpricequote/financegeneral/meghnainfraconinfrastructure/NS06,financegeneral,meghnainfraconinfrastructure
Mehai Technolog,MT03,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/mehaitechnology/MT03,consumergoodselectronic,mehaitechnology
Mehta Integrate,MIF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mehtaintegratedfinance/MIF,financeinvestments,mehtaintegratedfinance
Mehta Sulfites,MSI03,https://www.moneycontrol.com/india/stockpricequote/chemicals/mehtasulfitesindia/MSI03,chemicals,mehtasulfitesindia
Meltron Semi,MS11,https://www.moneycontrol.com/india/stockpricequote/electricals/meltronsemiconductors/MS11,electricals,meltronsemiconductors
Menon Pistons,MP18,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/menonpistons/MP18,autoancillaries,menonpistons
Mercard Ltd,ML09,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mercard/ML09,financeinvestments,mercard
Mercury Fund Ma,MFM,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mercuryfundmanagementcompany/MFM,financeinvestments,mercuryfundmanagementcompany
Mercury Trade,MTL02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mercurytradelinks/MTL02,financeinvestments,mercurytradelinks
Merry Sharefin,MSL02,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/merrysharefin/MSL02,financeinvestments,merrysharefin
Mesco Pharma,MP08,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mescopharmaceuticals/MP08,pharmaceuticals,mescopharmaceuticals
Metal Box India,MBI02,https://www.moneycontrol.com/india/stockpricequote/packaging/metalboxindia/MBI02,packaging,metalboxindia
Metalyst Forgin,AF01,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/metalystforgings/AF01,castingsforgings,metalystforgings
Metro Brands,MB06,https://www.moneycontrol.com/india/stockpricequote/footwear/metrobrands/MB06,footwear,metrobrands
Metropoli Overs,MOL01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/metropolioverseas/MOL01,miscellaneous,metropolioverseas
Mewar Marbles,MML02,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/mewarmarbles/MML02,ceramicsgranite,mewarmarbles
MFINNCD1B,MFS04,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/muthootfinancesecuredncds1b/MFS04,financetermlendinginstitutions,muthootfinancesecuredncds1b
MFL Housing Fin,MFL07,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mflhousingfinance/MFL07,financeinvestments,mflhousingfinance
MFLNCD1,MFS07,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/manappuramfinancesecuredredeemablencds1/MFS07,financetermlendinginstitutions,manappuramfinancesecuredredeemablencds1
MGEL-RE,MGEL-23902,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mgelre/MGEL-23902,miscellaneous,mgelre
MIC Electronics,ME12,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/micelectronics/ME12,telecommunicationsequipment,micelectronics
Micro Forge,MFI,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/microforgeindia/MFI,castingsforgings,microforgeindia
Micro Tech,MT11,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/microtechnologies/MT11,computerssoftwaremediumsmall,microtechnologies
Micropro Soft,MSSL,https://www.moneycontrol.com/india/stockpricequote/software/microprosoftwaresolutions/MSSL,software,microprosoftwaresolutions
MID LIQ 15,SPB48,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/niftymidliq15/SPB48,miscellaneous,niftymidliq15
Midas Infra,AF19,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/midasinfratrade/AF19,financeinvestments,midasinfratrade
Mideast Integra,MISL,https://www.moneycontrol.com/india/stockpricequote/mideastintegra/mideastintegratedsteelsltd/MISL,mideastintegra,mideastintegratedsteelsltd
Midfield Ind,MI25,https://www.moneycontrol.com/india/stockpricequote/packaging/midfieldindustries/MI25,packaging,midfieldindustries
Midland Polymer,MPL03,https://www.moneycontrol.com/india/stockpricequote/packaging/midlandpolymers/MPL03,packaging,midlandpolymers
Midwest Gold,NGI01,https://www.moneycontrol.com/india/stockpricequote/midwestgold/midwestgold/NGI01,midwestgold,midwestgold
Mig-Weld,MWM,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/migweldmachines/MWM,electrodesgraphite,migweldmachines
Mikado Textiles,MTI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mikadotextilesindustries/MTI,miscellaneous,mikadotextilesindustries
Milestone Org,MO01,https://www.moneycontrol.com/india/stockpricequote/dyespigments/milestoneorganics/MO01,dyespigments,milestoneorganics
Milk Special,MS12,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/milkspecialities/MS12,foodprocessing,milkspecialities
Millennium Beer,MBI03,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/millenniumbeerindustries/MBI03,breweriesdistilleries,millenniumbeerindustries
Milton Industri,MI44,https://www.moneycontrol.com/india/stockpricequote/diversified/miltonindustries/MI44,diversified,miltonindustries
Minaxi Textiles,MT06,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/minaxitextiles/MT06,textilesprocessing,minaxitextiles
Minda Finance,MF22,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mindafinance/MF22,miscellaneous,mindafinance
Mindteck,MI35,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindteckindia/MI35,computerssoftware,mindteckindia
Minhas Steels,MSL04,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/minhassteels/MSL04,steelmediumsmall,minhassteels
Minolta Finance,MFL06,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/minoltafinance/MFL06,financeinvestments,minoltafinance
Mipco Seamless,MSR,https://www.moneycontrol.com/india/stockpricequote/mipcoseamless/mipcoseamlessringsgujarat/MSR,mipcoseamless,mipcoseamlessringsgujarat
Mirae HangSeng,MAH,https://www.moneycontrol.com/india/stockpricequote/miraehangseng/miraeassethangsengtechetf/MAH,miraehangseng,miraeassethangsengtechetf
Mirae Nifty50,MAN506353,https://www.moneycontrol.com/india/stockpricequote/miraenifty50/miraeassetnifty50etf/MAN506353,miraenifty50,miraeassetnifty50etf
Mirae NiftyLow,MANV314786,https://www.moneycontrol.com/india/stockpricequote/miraeniftylow/miraeassetnifty100lowvolatility30etf/MANV314786,miraeniftylow,miraeassetnifty100lowvolatility30etf
Mirae NiftyNext,MANXT17181,https://www.moneycontrol.com/india/stockpricequote/miraeniftynext/miraeassetniftynext50etf/MANXT17181,miraeniftynext,miraeassetniftynext50etf
Mirae SP 500,MAS01,https://www.moneycontrol.com/india/stockpricequote/miraesp500/miraeassetsp500top50etf/MAS01,miraesp500,miraeassetsp500top50etf
Mish Designs,MDL01,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/mishdesigns/MDL01,textilesapparel,mishdesigns
Mishra Dhatu,MDN,https://www.moneycontrol.com/india/stockpricequote/ironsteel/mishradhatunigam/MDN,ironsteel,mishradhatunigam
